1	0	-545.3860	0.2998	0.0000	173.7817	-7670.6025	7602.9845	3518.8811	-74.0046
1	1	-545.3860	0.2998	0.0000	173.7817	-7589.1538	7321.3565	3509.7913	-73.7051
1	2	-545.3860	0.2998	0.0000	173.7817	-7506.2345	7040.1579	3500.7015	-73.4057
1	3	-645.2561	1.1580	0.0000	173.7817	-7421.8473	6759.3964	3491.6118	-73.1219
1	4	-645.2561	1.1580	0.0000	173.7817	-7335.0185	6479.4421	3480.8575	-72.2267
1	5	-645.2561	1.1580	0.0000	173.7817	-7243.0796	6201.1261	3470.1032	-71.0910
1	6	-645.2561	1.1580	0.0000	173.7817	-7145.5846	5924.7075	3459.3490	-69.9367
1	7	-645.2561	1.1851	0.0000	173.7817	-7042.5363	5650.3108	3448.5947	-68.7809
1	8	-645.2561	1.1851	0.0000	173.7817	-6933.9420	5378.0615	3437.8404	-67.6064
1	9	-645.2561	1.1851	0.0000	173.7817	-6819.7664	5108.1054	3427.0862	-66.4241
1	10	-645.2561	1.1851	0.0000	173.7817	-6700.0431	4840.5634	3416.3319	-65.2412
1	11	-645.2561	1.1851	0.0000	173.7817	-6574.8219	4575.5502	3405.5776	-64.0582
1	12	-645.2561	1.1851	0.0000	173.7817	-6444.1561	4313.1787	3394.8234	-62.8752
1	13	-645.2561	1.1851	0.0000	173.7817	-6308.1015	4053.5608	3384.0691	-61.6923
1	14	-645.2561	1.1851	0.0000	173.7817	-6166.7159	3796.8070	3373.3148	-60.5093
1	15	-645.2561	1.4138	0.0000	173.7817	-6020.0597	3543.0270	3362.5605	-59.3263
1	16	-645.2561	1.4138	0.0000	173.7817	-5867.9472	3292.4810	3351.8063	-57.9862
1	17	-645.2561	1.4138	0.0000	173.7817	-5709.8341	3045.6787	3341.0520	-56.5801
1	18	-645.2561	3.2833	0.0000	173.7817	-5545.6995	2802.8394	3330.2977	-55.1693
1	19	-645.2561	3.2833	0.0000	173.7817	-5373.7332	2565.5059	3319.5435	-52.4614
1	20	-897.2634	3.2833	0.0000	173.7817	-5189.3091	2337.7335	3308.7892	-49.6363
1	21	-897.2634	2.4105	0.0000	173.7817	-4993.5728	2119.8585	3293.8349	-46.2174
1	22	-465.9851	2.4105	0.0000	173.7817	-4786.3846	1912.8189	3278.8805	-43.0314
1	23	-465.9851	2.4105	0.0000	173.7817	-4568.6147	1716.5135	3271.1145	-40.7523
1	24	-465.9851	2.4105	0.0000	173.7817	-4342.9516	1529.3387	3263.3481	-38.3522
1	25	-465.9851	2.4105	0.0000	173.7817	-4109.6343	1351.7965	3255.5817	-35.9454
1	26	-465.9851	2.4105	0.0000	173.7817	-3869.0661	1184.2102	3247.8153	-33.5381
1	27	-465.9851	2.4105	0.0000	173.7817	-3621.6713	1026.8762	3240.0488	-31.1309
1	28	-465.9851	2.4105	0.0000	173.7817	-3367.8863	880.0723	3232.2824	-28.7236
1	29	-636.5029	2.2842	0.0000	173.7817	-3108.1593	744.0574	3224.5160	-26.5289
1	30	-636.5029	2.2842	0.0000	173.7817	-2843.3454	618.4433	3213.9077	-24.0594
1	31	-636.5029	2.2842	0.0000	173.7817	-2573.5991	503.7956	3203.2993	-21.7689
